#############################################;;;;;;;;;;;;;;x
#Brittania;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
PROV273;Glevenses;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV274;Demetae;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV275;Pagus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV276;Venedotia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV277;Lavatrae;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV278;Mamucium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV279;Carvetiorum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV280;Vinovia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV281;Brigantes;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV282;Eubaricum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV283;Sanctus Petrus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV285;Deva;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV286;Letocetum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV287;Alauna;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV288;Ratae;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV289;Coritani;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV290;Lindum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV291;Lactodorum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV292;Iceni;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV293;Camulodunum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV294;Aekua Castra;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV295;Verulamium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV296;Dobuni;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV297;Durotriges;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV298;Aquae Sulis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV299;Dumnonii;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV301;Cantium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV302;Anderida;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV303;Venta Belgarum;;;;;;;;;;;;;;;;;;;;;;;;;;;
#############################################;;;;;;;;;;;;;;x
#Gaul;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
PROV378;Gontia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV379;Loon;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV387;Athum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV388;Iprensis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV390;Toxandria;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV391;Huy;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV394;Castirlocus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV395;Leudica;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV400;Gesoriacum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV402;Iulibona;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV403;Samarobriva;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV404;Corbeia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV405;Castra Romani;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV406;Nemours;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV407;Novus Campania;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV408;Chatillon;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV409;Argentoratum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV411;Nantiacum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV412;Divodurum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV413;Verodunum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV415;Rotomagus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV416;Lexovium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV417;Augustodurum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV424;Reginca;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV425;Parisium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV426;Cenomannicus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV427;Metlosedum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV428;Divio;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV429;Autissiodorum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV430;Neirnum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV431;Matiscus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV433;Louhans;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV434;Limonum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV435;Iuliomagus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV436;Vindocinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV437;Rupella;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV438;Aurelianum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV439;Dolum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV440;Blesum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV441;Caesardunum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV442;Royan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV443;Pictavum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV444;Travectus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV445;Avaricum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV447;Sarlatum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV448;Avernus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV449;Anicium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV450;Vaurum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV451;Lugdunum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV452;Externa Castra;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV453;Vivaris;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV454;Delphini Venus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV455;Tolosa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV457;Saxcastellum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV458;Burdigala;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV459;Uxellodunum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV460;Palum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV461;Narbonensis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV462;Rodicus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV463;Carcasum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV464;Perpinianum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV465;Augusta;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV466;Sapaudia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV467;Massalia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV468;Albenate;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV469;Venisus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV471;Fourm Juili;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV570;Mogontiacum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV571;Vormatia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV572;Treveri;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV574;Confluentes;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV575;Colonia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV576;Aquae Granni;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV577;Iuliacum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV607;Genava;;;;;;;;;;;;;;;;;;;;;;;;;;;
#############################################;;;;;;;;;;;;;;x
#Hispania;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
PROV474;Coronia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV475;Ovidus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV476;Compostia Tella;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV477;Asturica;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV478;Vindius;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV480;Vallisoletum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV481;Oria;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV482;Helmantica;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV484;Aracena;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV485;Almadus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV486;Caurium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV487;Matritum;;;;;;;;;;;;;;;;;;;;;;;;;;;ca
PROV488;Segontia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV491;Desertum;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV492;Cunecis;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV493;Pompaelo;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV494;Tritium;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV496;Iaca;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV498;Barcino;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV499;Gerunda;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV500;Ilerda;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV501;Tarraco;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV503;Valentia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV504;Castra Arbor;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV506;Carthago Nova;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV507;Murtia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV508;Arva;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV509;Hispalis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV510;Corduba;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV511;Onoba Aestuaria;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV512;Gades;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV513;Iliberris;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV514;Flavia Malacitana;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV516;Acci;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV517;Pillars of Hercules;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV518;Bracara Augusta;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV519;Braganca;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV520;Castra Blancus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV521;Olispo;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV522;Aeminium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV523;Avis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV524;Scalabis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV525;Ebora;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV526;Balsa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV527;Ossonoba;;;;;;;;;;;;;;;;;;;;;;;;;;;
#############################################;;;;;;;;;;;;;;x
#Italia;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
PROV472;Nicaea;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV592;Suebia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV593;Constantia Raetia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV599;Brigantium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV600;Monachium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV603;Arbor Felix;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV604;Turicum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV605;Bilitum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV606;Tavaus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV609;Acaunum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV611;Curia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV612;Sanctus Antonius;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV613;Veldidena;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV616;Tauriscia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV617;Iuvavum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV618;Oenipons;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV620;Monachium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV622;Cucullae;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV623;Scarbantia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV624;Vindovina;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV639;Savaria;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV640;Sopianae;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV642;Intercisa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV643;Annamatia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV644;Gorsium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV720;Tortona;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV721;Eporedia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV722;Novum Comnum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV724;Genua;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV726;Mediolanum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV727;Bergomum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV728;Brixia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV729;Ventiae;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV731;Patavium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV732;Tarvisium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV733;Utinum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV734;Tridentum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV735;Tirolis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV737;Aquileia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV739;Mutina;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV741;Bononia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV744;Florenita;;;;;;;;;;;;;;;;;;;;;;;;;;;
